Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
2014,65.1,225.0,29,0.01,73.0,3.4,73.0,0.3,452.4631926,7.2,0.509,10.3,0,1
2013,64.7,23.0,29,0.87,73.0,4.15,74.0,0.4,461.723722,7.3,0.508,10.3,0,1
2012,64.3,235.0,30,0.87,71.0,3.46,7.0,0.4,443.9611,7.4,0.506,10.2,0,1
2011,63.8,241.0,31,0.97,73.0,4.24,73.0,0.4,454.963464,7.5,0.504,10.2,0,1
2010,63.3,248.0,32,1.03,7.0,4.86,7.0,0.5,412.739341,7.6,0.503,10.2,0,1
2009,62.8,254.0,33,0.91,76.0,4.7,77.0,0.5,415.6893226,7.7,0.5,9.7,0,1
2008,62.3,259.0,34,0.68,77.0,4.5,77.0,0.5,47.733254,7.8,0.491,9.4,0,1
2007,61.9,261.0,35,0.71,83.0,4.98,84.0,0.6,377.8482928,7.9,0.483,9.1,0,1
2006,61.4,263.0,36,0.68,83.0,5.11,85.0,0.6,292.157443,8.0,0.478,9.0,0,1
2005,69.0,265.0,37,0.72,8.0,5.3,85.0,0.6,274.819723,8.1,0.473,8.9,0,1
2004,64.0,267.0,38,0.81,74.0,4.89,78.0,0.6,245.1235876,8.2,0.466,8.7,0,1
2003,59.9,268.0,40,0.93,65.0,4.81,66.0,0.7,316.7998965,8.3,0.457,8.5,0,1
2002,59.3,271.0,41,0.9,61.0,5.29,62.0,0.7,262.2859481,8.5,0.462,8.3,0,1
2001,58.7,276.0,42,1.05,6.0,5.17,6.0,0.7,278.555732,8.6,0.456,8.2,0,1
2000,57.9,283.0,44,1.16,58.0,5.8,57.0,0.6,245.939659,8.7,0.0,8.0,0,1
2014,57.6,377.0,27,0.01,87.0,11.38,91.0,5.1,354.7253961,6.5,0.466,10.7,0,1
2013,56.7,394.0,29,0.01,89.0,1.96,89.0,6.3,332.922339,6.5,0.459,10.7,0,1
2012,55.3,42.0,31,0.01,95.0,12.6,96.0,8.3,374.51882,6.6,0.454,10.7,0,1
2011,54.1,441.0,32,1.23,97.0,11.67,97.0,11.2,512.125451,6.7,0.444,10.6,0,1
2010,52.9,462.0,35,1.08,86.0,1.5,93.0,13.7,458.8681744,6.8,0.43,10.2,0,1
2009,51.5,491.0,36,1.16,93.0,1.18,93.0,14.9,42.7379657,6.9,0.415,9.9,0,1
2008,50.0,525.0,36,1.27,92.0,1.7,91.0,16.9,372.842678,7.0,0.4,9.6,0,1
2007,48.5,559.0,37,1.18,88.0,9.31,87.0,19.3,32.2227274,7.1,0.387,9.7,0,1
2006,47.1,587.0,38,1.18,99.0,8.99,99.0,21.1,297.6971211,7.3,0.377,9.6,0,1
2005,46.0,66.0,39,1.04,94.0,8.2,93.0,22.4,28.3673842,7.4,0.371,9.7,0,1
2004,45.1,615.0,40,1.11,94.0,7.82,89.0,23.4,274.2256294,7.5,0.366,10.0,0,1
2003,44.6,613.0,43,1.08,85.0,6.35,84.0,24.2,26.152517,7.6,0.362,10.3,0,1
2002,44.0,67.0,46,1.1,79.0,4.82,64.0,24.7,29.9798977,7.7,0.388,10.4,0,1
2001,43.5,599.0,48,1.15,86.0,5.7,9.0,25.1,146.7615397,7.9,0.387,10.1,0,1
2000,43.1,588.0,51,1.18,73.0,6.7,75.0,25.5,153.2594872,8.0,0.391,10.7,0,1
2014,74.8,126.0,4,0.52,97.0,4.17,97.0,0.1,11183.96191,7.6,0.783,13.0,0,1
2013,74.6,128.0,3,0.53,97.0,4.2,97.0,0.1,1882.27842,7.8,0.779,12.9,0,1
2012,74.5,129.0,3,0.53,97.0,4.1,97.0,0.1,1779.49641,7.9,0.776,12.9,0,1
2011,74.3,13.0,3,0.51,96.0,3.89,96.0,0.1,145.1262,8.0,0.774,13.0,0,1
2010,74.1,131.0,3,0.49,96.0,3.99,96.0,0.1,971.356987,8.2,0.764,12.8,0,1
2009,74.0,131.0,3,0.47,97.0,3.97,97.0,0.1,7326.744435,8.3,0.756,12.6,0,1
2008,73.8,132.0,3,0.47,97.0,3.47,97.0,0.1,8513.629541,8.5,0.747,12.5,0,1
2007,73.7,133.0,3,0.43,97.0,3.61,97.0,0.1,7269.17114,8.7,0.736,12.3,0,1
2006,73.6,134.0,3,0.42,95.0,3.65,95.0,0.1,6222.982955,8.8,0.732,12.7,0,1
2005,73.4,135.0,3,0.46,96.0,3.29,96.0,0.1,5593.822995,9.0,0.734,12.9,0,1
2004,73.2,137.0,3,0.49,95.0,3.74,95.0,0.1,4955.477743,9.2,0.731,12.7,0,1
2003,73.1,138.0,3,0.48,96.0,3.95,96.0,0.1,4463.675893,9.3,0.724,12.1,0,1
2002,72.9,14.0,4,0.49,94.0,3.4,94.0,0.1,4167.364387,9.5,0.723,12.0,0,1
2001,72.7,144.0,4,0.53,95.0,3.4,96.0,0.1,3915.11546,9.7,0.725,11.9,0,1
2000,72.4,149.0,4,0.54,98.0,3.4,98.0,0.1,445.17471,9.8,0.715,11.6,0,1
2014,78.2,62.0,0,0.01,99.0,13.73,99.0,0.1,7716.2415,13.6,0.693,12.7,0,1
2013,77.9,64.0,0,0.01,99.0,11.16,99.0,0.1,7112.33575,13.7,0.683,12.4,0,1
2012,77.6,65.0,0,0.01,99.0,9.16,99.0,0.1,6541.7465,13.8,0.675,12.1,0,1
2011,77.3,67.0,0,1.92,96.0,8.11,96.0,0.1,6497.55443,13.9,0.663,11.8,0,1
2010,76.7,73.0,0,1.83,97.0,7.93,96.0,0.1,633.79498,14.0,0.653,11.6,0,1
2009,76.3,75.0,0,1.59,98.0,9.22,98.0,0.1,597.1659,14.1,0.651,11.8,0,1
2008,75.9,81.0,0,1.76,98.0,9.3,98.0,0.1,5828.621374,14.2,0.641,11.8,0,1
2007,75.4,82.0,0,1.78,98.0,6.64,98.0,0.1,52.862285,14.3,0.632,11.9,0,1
2006,75.0,88.0,0,1.62,98.0,7.37,98.0,0.1,4428.522898,14.3,0.622,12.0,0,1
2005,74.3,93.0,0,1.47,98.0,9.52,98.0,0.1,3488.493769,14.4,0.625,12.1,0,1
2004,73.4,16.0,0,1.6,96.0,5.89,96.0,0.1,3853.33348,14.5,0.617,12.2,0,1
2003,72.7,112.0,0,1.75,98.0,5.9,98.0,0.1,3432.247841,14.6,0.601,11.8,0,1
2002,71.8,124.0,0,1.95,98.0,5.78,98.0,0.1,32.37239,14.6,0.597,12.0,0,1
2001,78.0,129.0,0,1.98,97.0,5.84,98.0,0.1,298.67598,14.7,0.587,11.8,0,1
2000,69.6,139.0,0,1.83,98.0,8.0,98.0,0.1,2182.99711,14.8,0.577,11.3,0,1
2014,57.8,272.0,52,0.01,74.0,6.86,73.0,1.6,825.5729915,7.9,0.43,8.2,0,1
2013,57.3,275.0,53,0.01,7.0,6.58,69.0,1.6,777.659139,8.1,0.421,8.0,0,1
2012,57.2,27.0,53,0.01,72.0,6.47,66.0,1.5,777.3476868,8.3,0.411,7.7,0,1
2011,56.8,271.0,54,0.61,72.0,6.59,66.0,1.5,835.88998,8.5,0.404,7.5,0,1
2010,56.5,273.0,54,0.6,77.0,6.35,73.0,1.5,78.377632,8.8,0.396,7.3,0,1
2009,56.0,276.0,55,0.59,77.0,6.85,73.0,1.6,697.153124,9.0,0.385,7.1,0,1
2008,55.5,278.0,55,0.57,74.0,6.74,74.0,1.6,689.6784228,9.2,0.36,5.8,0,1
2007,55.0,282.0,56,0.55,76.0,6.97,74.0,1.7,595.6368319,9.4,0.363,6.4,0,1
2006,54.3,288.0,57,0.53,79.0,6.56,78.0,1.8,521.6425796,9.7,0.35,6.1,0,1
2005,53.6,29.0,57,0.55,78.0,6.34,77.0,1.9,487.942556,9.9,0.338,5.8,0,1
2004,52.8,296.0,58,0.49,7.0,6.28,69.0,2.0,439.3572924,1.1,0.333,5.5,0,1
2003,52.0,299.0,59,0.54,67.0,6.25,63.0,2.2,391.791281,1.3,0.318,5.2,0,1
2002,51.2,31.0,60,0.53,65.0,6.32,61.0,2.3,334.22416,1.5,0.308,4.9,0,1
2001,55.0,34.0,60,0.51,56.0,6.39,49.0,2.4,36.8473237,1.8,0.297,4.6,0,1
2000,49.8,37.0,60,0.47,53.0,6.29,43.0,2.5,269.3483829,11.0,0.291,4.4,0,1
2014,81.4,55.0,0,8.49,99.0,9.75,99.0,0.1,2618.92599,0.8,0.847,14.3,1,0
2013,81.1,57.0,0,8.58,99.0,9.89,99.0,0.1,2393.1888,0.8,0.828,14.2,1,0
2012,81.0,58.0,0,7.67,99.0,9.95,99.0,0.1,2193.8836,0.8,0.821,14.1,1,0
2011,87.0,59.0,0,6.91,96.0,9.6,96.0,0.1,22821.847,0.8,0.826,14.8,1,0
2010,83.0,62.0,0,7.91,76.0,8.3,76.0,0.1,2187.79469,0.8,0.819,14.6,1,0
2009,82.0,63.0,0,7.38,73.0,8.33,73.0,0.1,2675.58259,0.8,0.815,14.4,1,0
2008,80.0,64.0,0,7.14,72.0,8.15,72.0,0.1,21928.767,0.7,0.813,14.6,1,0
2007,79.6,65.0,0,7.45,76.0,8.36,74.0,0.1,19375.5696,0.7,0.808,14.4,1,0
2006,79.3,66.0,0,8.84,83.0,8.93,85.0,0.1,16671.5672,0.7,0.809,14.8,1,0
2005,79.0,67.0,0,6.41,94.0,8.83,92.0,0.1,15835.34667,0.7,0.805,14.8,1,0
2004,78.7,69.0,0,6.53,89.0,8.46,89.0,0.1,1519.5497,0.7,0.797,14.2,1,0
2003,78.5,71.0,0,6.7,94.0,8.6,94.0,0.1,13689.98999,0.7,0.79,13.8,1,0
2002,78.2,75.0,0,5.73,95.0,7.86,95.0,0.1,11843.9392,0.7,0.786,13.8,1,0
2001,77.8,79.0,0,5.62,95.0,7.11,95.0,0.1,1121.78636,0.7,0.783,13.7,1,0
2000,77.5,8.0,0,5.59,94.0,6.83,94.0,0.1,1139.5651,0.8,0.779,13.8,1,0
2014,63.0,26.0,8,0.01,84.0,3.77,84.0,0.9,1326.66882,8.0,0.509,8.5,0,1
2013,62.7,28.0,8,0.01,8.0,3.63,8.0,1.1,145.57838,8.1,0.501,8.2,0,1
2012,62.5,29.0,8,0.01,8.0,3.36,8.0,1.2,1364.283745,8.3,0.491,7.8,0,1
2011,62.2,212.0,8,0.01,73.0,2.87,75.0,1.2,1393.261593,8.5,0.487,7.7,0,1
2010,62.0,214.0,8,0.01,52.0,3.28,64.0,1.2,123.383675,8.7,0.484,7.6,0,1
2009,61.7,215.0,8,0.01,63.0,3.79,64.0,1.2,146.83851,8.9,0.476,7.1,0,1
2008,61.4,217.0,8,0.02,73.0,3.23,74.0,1.3,1167.535689,9.2,0.475,7.2,0,1
2007,61.2,219.0,8,0.02,75.0,3.54,75.0,1.3,113.3128,9.4,0.475,7.4,0,1
2006,69.0,221.0,8,0.01,68.0,3.21,68.0,1.3,944.134851,9.6,0.466,7.2,0,1
2005,66.0,223.0,8,0.01,71.0,4.21,71.0,1.3,697.7451989,9.8,0.461,7.2,0,1
2004,64.0,224.0,8,0.01,68.0,4.7,7.0,1.3,62.547286,1.0,0.451,6.7,0,1
2003,63.0,226.0,8,0.01,75.0,4.53,76.0,1.3,528.586613,1.3,0.447,6.6,0,1
2002,62.0,228.0,7,0.02,91.0,5.31,89.0,1.2,46.9542322,1.5,0.446,6.5,0,1
2001,61.0,229.0,7,0.01,75.0,4.34,75.0,1.2,464.229758,1.7,0.444,6.5,0,1
2000,60.0,23.0,7,0.03,58.0,5.26,51.0,1.1,477.476124,1.9,0.443,6.4,0,1
2014,74.2,148.0,0,0.01,98.0,4.81,97.0,0.1,1153.93822,7.0,0.769,14.7,0,1
2013,74.1,147.0,0,0.01,98.0,4.82,98.0,0.1,9637.265,7.0,0.765,14.7,0,1
2012,73.9,154.0,0,0.01,98.0,4.76,98.0,0.1,9291.227619,7.1,0.756,14.3,0,1
2011,73.6,158.0,0,3.03,98.0,5.2,98.0,0.1,9197.26972,7.1,0.748,14.1,0,1
2010,73.3,163.0,0,2.95,99.0,5.29,99.0,0.2,8.376432,7.2,0.74,14.0,0,1
2009,72.8,166.0,0,2.83,99.0,4.97,99.0,0.1,7318.12641,7.3,0.734,13.8,0,1
2008,72.7,166.0,0,2.49,99.0,4.6,99.0,0.1,83.635,7.4,0.728,13.6,0,1
2007,72.9,161.0,0,3.24,96.0,4.24,97.0,0.1,6574.654338,7.5,0.72,13.5,0,1
2006,71.8,165.0,0,3.73,98.0,4.38,97.0,0.1,5695.969327,7.6,0.713,13.4,0,1
2005,72.1,168.0,0,3.94,97.0,4.47,97.0,0.1,5116.45424,7.7,0.704,13.0,0,1
2004,71.9,168.0,0,4.16,98.0,4.29,98.0,0.1,5229.876738,7.8,0.696,12.8,0,1
2003,71.5,174.0,0,4.08,99.0,4.15,99.0,0.1,4623.347642,7.9,0.687,12.6,0,1
2002,71.5,179.0,0,4.14,88.0,4.24,88.0,0.1,3957.51296,7.9,0.683,12.5,0,1
2001,71.5,177.0,0,4.38,93.0,3.87,92.0,0.1,3792.182152,8.0,0.673,12.2,0,1
2000,71.0,177.0,0,4.6,88.0,3.78,88.0,0.1,3861.32414,8.1,0.667,12.1,0,1
2014,76.6,122.0,31,5.26,87.0,6.3,87.0,0.1,1452.27766,1.6,0.754,13.1,0,1
2013,76.6,12.0,32,5.23,83.0,6.3,83.0,0.1,1298.86766,1.6,0.753,12.9,0,1
2012,76.3,123.0,33,5.29,99.0,6.21,99.0,0.1,982.532572,1.6,0.748,12.7,0,1
2011,76.1,124.0,34,5.3,97.0,6.4,97.0,0.1,9834.472689,1.6,0.745,12.6,0,1
2010,75.6,127.0,35,5.21,95.0,6.39,95.0,0.1,8959.581416,1.6,0.739,12.5,0,1
2009,75.7,13.0,36,5.27,95.0,6.6,95.0,0.1,7748.12331,1.7,0.738,12.5,0,1
2008,75.6,127.0,37,5.36,96.0,6.6,96.0,0.1,9689.52887,1.7,0.735,12.3,0,1
2007,76.0,123.0,38,5.35,98.0,5.92,98.0,0.1,933.341687,1.7,0.731,12.3,0,1
2006,75.8,125.0,40,5.11,98.0,5.83,98.0,0.1,8767.92258,1.8,0.723,12.2,0,1
2005,75.3,126.0,42,4.93,98.0,6.4,98.0,0.1,7986.798439,1.8,0.719,12.2,0,1
2004,75.4,124.0,44,4.9,98.0,6.11,98.0,0.1,7199.59665,1.8,0.714,12.1,0,1
2003,75.0,127.0,46,4.88,98.0,6.2,98.0,0.1,6751.998987,1.9,0.708,11.9,0,1
2002,75.0,127.0,49,4.77,98.0,5.52,97.0,0.1,716.8219,1.9,0.703,11.6,0,1
2001,75.0,126.0,52,4.86,97.0,5.35,97.0,0.1,731.378864,1.9,0.7,11.6,0,1
2000,74.8,129.0,55,4.99,97.0,4.98,97.0,0.1,672.92113,2.0,0.694,11.4,0,1
2014,68.4,225.0,1,0.01,99.0,4.73,99.0,0.1,4181.583321,2.2,0.729,14.8,0,1
2013,68.1,227.0,1,0.01,98.0,4.21,98.0,0.1,4385.379355,2.2,0.72,14.7,0,1
2012,67.8,231.0,1,0.01,99.0,4.22,99.0,0.1,4368.82248,2.2,0.712,14.7,0,1
2011,67.3,235.0,1,0.01,99.0,4.45,99.0,0.1,3769.595255,2.2,0.701,14.6,0,1
2010,66.3,25.0,1,5.8,96.0,4.7,96.0,0.1,265.353659,2.2,0.693,14.3,0,1
2009,66.9,235.0,1,4.61,96.0,5.29,95.0,0.1,1717.898761,2.2,0.686,13.8,0,1
2008,67.4,225.0,2,4.26,95.0,5.58,96.0,0.1,2139.625631,2.2,0.673,13.4,0,1
2007,65.9,26.0,2,3.79,99.0,5.6,95.0,0.1,1634.81431,2.2,0.661,13.0,0,1
2006,65.0,271.0,2,2.91,98.0,4.68,99.0,0.1,1334.651896,2.2,0.649,12.7,0,1
2005,64.5,274.0,2,2.75,99.0,5.9,99.0,0.1,998.8226671,2.3,0.637,11.8,0,1
2004,64.0,284.0,2,1.75,99.0,5.99,99.0,0.1,797.8377432,2.3,0.621,11.2,0,1
2003,64.0,271.0,2,1.31,98.0,6.18,98.0,0.1,646.561295,2.4,0.609,10.5,0,1
2002,63.8,263.0,2,2.43,98.0,5.81,98.0,0.1,571.51883,2.4,0.599,10.1,0,1
2001,63.2,266.0,2,2.87,95.0,5.45,95.0,0.1,524.145924,2.5,0.588,9.4,0,1
2000,62.8,274.0,2,2.79,94.0,4.92,94.0,0.1,474.2133361,2.6,0.582,8.9,0,1
2014,75.9,17.0,0,0.01,91.0,6.42,91.0,0.1,7378.345289,1.8,0.803,15.1,0,1
2013,75.8,19.0,0,0.01,94.0,6.43,94.0,0.1,7186.429787,1.8,0.799,15.1,0,1
2012,75.6,11.0,0,0.01,94.0,7.25,94.0,0.1,6586.71929,1.9,0.797,15.1,0,1
2011,75.4,113.0,0,6.56,95.0,6.92,95.0,0.1,7318.742449,1.9,0.792,15.1,0,1
2010,75.3,115.0,0,6.56,93.0,6.9,94.0,0.1,6682.281158,2.0,0.787,15.0,0,1
2009,75.0,117.0,0,6.45,91.0,6.7,92.0,0.1,6698.79439,2.0,0.785,14.6,0,1
2008,74.6,121.0,0,6.17,95.0,6.13,95.0,0.1,7325.73474,2.1,0.774,14.2,0,1
2007,74.2,125.0,0,4.98,92.0,6.74,92.0,0.1,5957.145693,2.1,0.762,13.6,0,1
2006,73.8,13.0,0,5.38,9.0,8.1,9.0,0.1,4383.59597,2.2,0.751,13.2,0,1
2014,74.1,96.0,18,0.43,99.0,5.91,99.0,0.1,3154.513484,6.4,0.64,12.1,0,1
2013,73.9,97.0,18,0.45,99.0,5.94,99.0,0.1,3111.762887,6.4,0.634,12.1,0,1
2012,73.6,99.0,19,0.55,99.0,6.15,99.0,0.1,294.746728,6.3,0.623,11.6,0,1
2011,73.3,14.0,19,0.54,98.0,5.99,99.0,0.1,339.91616,6.3,0.612,11.2,0,1
2010,72.8,11.0,20,0.56,99.0,5.86,99.0,0.1,2834.2472,6.3,0.603,10.7,0,1
2009,72.3,116.0,20,0.62,99.0,5.67,99.0,0.1,2861.5545,6.4,0.596,10.5,0,1
2008,71.8,123.0,21,0.51,99.0,5.41,99.0,0.1,2884.94776,6.4,0.589,10.3,0,1
2007,71.4,128.0,21,0.56,95.0,5.48,95.0,0.1,2494.353552,6.4,0.581,10.0,0,1
2006,71.0,133.0,22,0.58,97.0,5.23,97.0,0.1,2191.478567,6.4,0.575,10.0,0,1
2005,77.0,137.0,22,0.47,98.0,5.6,98.0,0.1,213.755559,6.5,0.569,9.8,0,1
2004,72.0,142.0,23,0.56,97.0,5.22,97.0,0.1,1948.812275,6.5,0.561,9.6,0,1
2003,69.9,146.0,24,0.58,91.0,5.25,91.0,0.1,1721.973863,6.6,0.551,9.3,0,1
2002,69.5,15.0,25,0.46,94.0,5.31,94.0,0.1,1413.757176,6.6,0.54,8.8,0,1
2001,69.0,155.0,26,0.46,93.0,4.44,96.0,0.1,1336.775376,6.7,0.53,8.5,0,1
2000,68.6,16.0,27,0.45,95.0,4.18,95.0,0.1,1332.382358,6.7,0.519,8.0,0,1
2014,56.7,375.0,61,0.01,79.0,6.98,79.0,4.1,623.2871141,3.6,0.409,9.1,0,1
2013,55.3,46.0,62,1.16,78.0,5.9,78.0,5.1,65.985681,3.6,0.405,9.1,0,1
2012,54.8,48.0,64,1.19,73.0,5.58,76.0,6.9,566.513873,3.6,0.4,9.2,0,1
2011,54.3,47.0,66,0.94,73.0,6.23,76.0,9.6,526.5313517,3.7,0.397,9.5,0,1
2010,54.0,47.0,69,0.96,73.0,5.38,74.0,10.8,419.2258149,3.7,0.39,9.3,0,1
2009,53.8,4.0,70,1.18,74.0,5.43,74.0,11.3,463.852618,3.7,0.382,9.2,0,1
2008,53.2,45.0,72,1.48,74.0,4.91,75.0,12.6,53.127719,3.7,0.372,8.8,0,1
2007,52.1,425.0,74,1.03,75.0,5.25,75.0,14.1,422.1461573,3.8,0.36,8.2,0,1
2006,51.2,434.0,78,1.2,73.0,6.51,78.0,16.3,385.7567141,3.8,0.353,7.9,0,1
2005,58.0,434.0,80,1.23,71.0,6.87,8.0,16.2,369.1545359,3.9,0.341,7.3,0,1
2004,54.0,429.0,82,1.54,69.0,5.91,83.0,15.9,336.3318145,3.9,0.332,7.0,0,1
2003,51.0,424.0,85,1.68,67.0,6.39,85.0,15.3,283.8911588,4.0,0.318,6.7,0,1
2002,49.8,416.0,87,2.16,76.0,6.45,76.0,14.5,262.884551,4.0,0.311,6.2,0,1
2001,49.5,48.0,90,2.09,72.0,5.64,73.0,13.4,256.4414872,4.1,0.298,5.8,0,1
2000,49.0,43.0,93,1.14,69.0,6.16,7.0,12.2,277.6486591,4.2,0.291,5.4,0,1
2014,66.4,21.0,40,0.01,88.0,2.28,88.0,0.3,1262.893782,12.9,0.547,9.1,0,1
2013,66.2,22.0,42,0.7,76.0,2.16,75.0,0.4,1168.83947,12.9,0.54,9.1,0,1
2012,65.9,25.0,44,0.55,87.0,2.22,84.0,0.5,1171.58257,13.0,0.533,9.1,0,1
2011,65.6,27.0,47,0.33,9.0,1.87,84.0,0.5,1186.423937,13.0,0.526,9.1,0,1
2010,65.4,29.0,49,0.3,9.0,1.92,9.0,0.5,987.7365832,13.1,0.515,8.8,0,1
2009,65.2,211.0,52,0.28,9.0,2.5,9.0,0.6,741.777116,13.1,0.504,8.5,0,1
2008,59.2,296.0,59,0.3,85.0,1.87,85.0,0.6,643.951373,13.2,0.493,8.2,0,1
2007,64.5,217.0,58,0.26,84.0,1.68,86.0,0.6,41.451,13.2,0.484,8.1,0,1
2006,64.2,22.0,61,0.28,82.0,1.78,82.0,0.6,296.97284,13.2,0.474,8.0,0,1
2005,63.9,224.0,64,0.28,86.0,1.83,73.0,0.5,247.24276,13.2,0.465,7.9,0,1
2004,63.5,228.0,66,0.44,92.0,1.97,82.0,0.5,219.8156688,13.3,0.455,7.8,0,1
2003,63.2,231.0,69,0.4,86.0,1.97,78.0,0.5,219.782326,13.3,0.445,7.7,0,1
2002,62.8,235.0,71,0.41,84.0,2.5,79.0,0.4,143.77651,13.3,0.435,7.6,0,1
2001,62.5,239.0,72,0.38,77.0,1.8,73.0,0.4,138.9249275,13.3,0.427,7.6,0,1
2000,62.1,243.0,73,0.35,88.0,1.84,82.0,0.4,193.187484,13.3,0.417,7.5,0,1
2014,65.9,242.0,2,0.01,88.0,8.93,88.0,2.2,5421.343953,8.6,0.632,11.7,0,1
2013,66.1,232.0,3,0.01,89.0,8.53,89.0,2.5,5488.131712,9.0,0.625,11.6,0,1
2012,65.8,232.0,3,0.01,84.0,8.24,84.0,3.7,5749.44752,9.5,0.619,11.5,0,1
2011,64.3,268.0,3,7.84,85.0,8.78,82.0,4.7,56.971392,9.9,0.612,11.5,0,1
2010,63.0,299.0,3,7.58,83.0,7.89,83.0,6.2,5191.58381,1.4,0.604,11.4,0,1
2009,62.4,36.0,3,7.99,83.0,8.5,83.0,8.7,4153.497885,1.9,0.598,11.4,0,1
2008,61.7,317.0,3,6.28,83.0,7.15,83.0,11.7,429.6561,11.5,0.589,11.3,0,1
2007,60.0,356.0,3,5.12,81.0,6.99,86.0,15.2,422.51968,12.0,0.578,11.3,0,1
2006,57.0,431.0,3,4.94,74.0,7.2,86.0,19.2,3881.29535,12.6,0.57,11.4,0,1
2005,55.1,477.0,3,4.89,86.0,7.32,86.0,22.1,3573.146387,13.1,0.565,11.6,0,1
2004,54.7,483.0,3,4.8,81.0,6.47,81.0,24.0,3288.257373,13.7,0.559,11.7,0,1
2003,55.0,471.0,3,5.28,82.0,6.52,79.0,24.7,2482.36862,14.2,0.554,11.7,0,1
2002,55.7,452.0,3,5.09,78.0,6.17,77.0,24.6,1713.47594,14.7,0.556,11.8,0,1
2001,56.5,426.0,3,5.09,79.0,6.18,78.0,23.9,1834.29486,15.2,0.556,11.7,0,1
2000,57.4,41.0,3,5.73,8.0,6.11,79.0,22.8,257.99557,15.7,0.559,11.5,0,1
2014,69.6,158.0,18,0.01,92.0,5.8,92.0,0.1,76.2386977,15.9,0.551,12.4,0,1
2013,69.3,162.0,19,0.27,92.0,5.69,92.0,0.1,688.6172788,16.1,0.545,12.3,0,1
2012,68.9,167.0,20,0.26,9.0,5.89,9.0,0.2,681.7925868,16.3,0.538,12.3,0,1
2011,68.4,172.0,22,0.27,92.0,6.73,92.0,0.2,692.1166842,16.5,0.529,12.0,0,1
2010,68.0,178.0,23,0.24,83.0,6.43,82.0,0.2,592.1835216,16.7,0.515,11.1,0,1
2009,67.5,183.0,25,0.22,93.0,6.41,89.0,0.2,48.7299,16.9,0.502,10.5,0,1
2008,67.0,189.0,27,0.21,82.0,6.44,82.0,0.2,473.844449,17.0,0.492,10.1,0,1
2007,66.6,194.0,29,0.2,82.0,5.84,82.0,0.2,393.8843518,17.2,0.486,10.0,0,1
2006,66.0,21.0,31,0.2,91.0,5.7,89.0,0.2,348.6314534,17.4,0.476,9.6,0,1
2005,65.4,28.0,33,0.2,78.0,5.72,75.0,0.2,317.89198,17.6,0.469,9.4,0,1
2004,64.7,218.0,35,0.21,8.0,5.82,8.0,0.2,287.4156,17.8,0.463,9.3,0,1
2003,64.3,22.0,38,0.2,76.0,5.48,78.0,0.1,253.72412,18.0,0.457,9.2,0,1
2002,63.1,238.0,40,0.19,72.0,5.6,72.0,0.1,246.375621,18.2,0.447,8.6,0,1
2001,63.2,23.0,43,0.09,73.0,5.36,72.0,0.1,248.6183539,18.3,0.446,9.0,0,1
2000,62.5,238.0,46,0.08,74.0,5.43,74.0,0.1,231.42554,18.5,0.439,8.9,0,1
2014,81.7,58.0,1,0.01,96.0,1.9,96.0,0.1,52157.4687,1.0,0.923,18.1,1,0
2013,81.4,6.0,1,8.68,97.0,11.4,97.0,0.1,51574.48942,1.0,0.922,18.1,1,0
2012,81.1,62.0,1,9.05,97.0,11.1,97.0,0.1,49474.7561,1.0,0.921,18.1,1,0
2011,81.1,63.0,1,8.96,97.0,1.53,97.0,0.1,5354.6536,1.0,0.911,17.2,1,0
2010,88.0,64.0,1,9.33,97.0,1.48,97.0,0.1,5338.25483,1.0,0.906,17.0,1,0
2009,86.0,65.0,1,9.23,97.0,1.29,97.0,0.1,519.349,1.0,0.906,16.9,1,0
2008,83.0,68.0,1,9.62,97.0,9.57,97.0,0.1,56928.8248,1.0,0.905,16.8,1,0
2007,82.0,68.0,1,9.53,97.0,9.36,97.0,0.1,51241.31562,1.0,0.899,16.6,1,0
2006,79.8,71.0,1,9.79,96.0,9.36,96.0,0.1,44453.97119,1.0,0.893,16.5,1,0
2005,79.4,72.0,1,9.69,96.0,9.6,96.0,0.1,41577.169,1.0,0.888,16.4,1,0
2004,79.2,77.0,1,9.56,98.0,8.52,98.0,0.1,39954.64222,1.0,0.885,16.5,1,0
2003,78.7,8.0,1,9.56,98.0,8.46,98.0,0.1,35245.1647,1.1,0.881,16.5,1,0
2002,78.4,81.0,1,9.68,97.0,8.34,97.0,0.1,28817.32321,1.1,0.882,16.9,1,0
2001,78.3,82.0,1,9.95,97.0,7.79,97.0,0.1,26584.12169,1.1,0.878,16.7,1,0
2000,78.1,84.0,1,10.06,97.0,7.42,97.0,0.1,25921.12794,1.1,0.873,16.5,1,0
2014,81.5,67.0,0,9.07,93.0,11.3,93.0,0.1,4453.24673,0.4,0.91,19.2,1,0
2013,81.3,69.0,0,9.18,92.0,11.17,92.0,0.1,42889.88141,0.3,0.908,19.3,1,0
2012,81.1,7.0,0,9.2,93.0,11.53,93.0,0.1,3997.25624,0.3,0.904,19.5,1,0
2011,86.0,72.0,0,9.47,95.0,11.24,95.0,0.1,38426.5581,0.3,0.901,19.7,1,0
2010,89.0,71.0,0,9.62,93.0,11.2,93.0,0.1,33691.34837,0.3,0.899,20.3,1,0
